Location,Species,Treatment,Fish_ID,SL_mm,Size_group,Time_in_cue,Comment
LIRS 2014,Chromis,CO2,Tank 2 fish 2,26.55073425,medium,51.04166667,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Chromis,CO2,Tank 2 fish 3,23.92399309,medium,0.208333333,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Chromis,CO2,Tank 2 fish 4,18.67051078,medium,47.69882529,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Chromis,CO2,Tank 2 fish 5,30.92863617,medium,19.81078341,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Chromis,CO2,Tank 6 fish 1,24.79957348,medium,29.51833123,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Chromis,CO2,Tank 6 fish 3,37.05769886,big,26.6071992,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Chromis,control,Tank 8 fish 3,15.16818925,medium,100,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 5 tank 1 fish 3,35.30653809,big,23.8631252,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 6 fish 4,30.92863617,medium,14.56201272,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 6 fish 6,34.43095771,medium,21.49687265,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 6 fish 7,31.80421655,medium,0,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 5 fish 8,37.93327925,big,45.14169901,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 5 fish 1,30.05305578,medium,49.91776911,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 5 fish 2,35.30653809,big,12.57378382,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 5 fish 4,48.44024386,big,32.98380404,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 5 fish 5,32.67979694,medium,51.98779461,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 6 fish 1,27.42631463,medium,50,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 6 fish 2,51.9425654,big,22.01594907,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 6 fish 3,38.80885963,big,13.97707231,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 1 fish 1,38.80885963,big,30.542692,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 1 fish 2,37.93327925,big,45.19642857,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 1 fish 3,26.55073425,medium,50,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 7 tank 1 fish 4,37.93327925,big,36.74812331,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 8 tank 7 fish 2,43.18676155,big,16.01501397,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 8 tank 7 fish 3,37.05769886,big,45.80275728,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 8 tank 7 fish 6,30.92863617,medium,29.6143813,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 8 tank 3 fish 1,37.05769886,big,50,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 8 tank 3 fish 2,52.81814578,big,24.37563112,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 8 tank 3 fish 3,34.43095771,medium,52.65691886,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 8 tank 3 fish 5,24.79957348,medium,32.66393151,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 8 tank 8 fish 1,36.18211848,big,65.77677263,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 8 tank 8 fish 4,43.18676155,big,21.17676657,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 9 tank 2 fish 1,26.55073425,medium,25.27644196,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 9 tank 2 fish 2,30.05305578,medium,40.66276306,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 9 tank 2 fish 3,35.30653809,big,29.25556411,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 9 tank 2 fish 4,28.30189502,medium,100,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 9 tank 2 fish 5,23.04841271,medium,51.0651983,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 9 tank 2 fish 6,37.05769886,big,20.66656332,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,CO2,day 9 tank 2 fish 7,37.05769886,big,21.79354106,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 9 tank 4 fish 1,38.80885963,big,14.95177764,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 9 tank 4 fish 2,23.92399309,medium,32.54487531,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 9 tank 4 fish 3,43.18676155,big,28.75886789,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 9 tank 4 fish 4,31.80421655,medium,2.314814815,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 9 tank 4 fish 5,32.67979694,medium,29.02753851,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Ambon,control,day 9 tank 4 fish 6,30.92863617,medium,30.92785197,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 12 tank 3 fish 1,63.3251104,big,11.02814753,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 12 tank 3 fish 2,26.55073425,medium,28.57194336,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 12 tank 3 fish 4,25.67515386,medium,24.08463607,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 12 tank 3 fish 5,18.67051078,medium,21.22442892,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 12 tank 3 fish 6,41.43560078,big,39.77161614,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 12 tank 4 fish 1,,,68.12321543,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 12 tank 4 fish 2,21.29725194,medium,16.91752399,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 12 tank 4 fish 3,26.55073425,medium,18.50393701,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 12 tank 7 fish 1,38.80885963,big,48.97435897,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 12 tank 7 fish 2,37.05769886,big,10.56109846,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 13 tank 7 fish 3,20.42167155,medium,17.37840842,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 13 tank 7 fish 5,23.92399309,medium,46.0328459,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 13 tank 7 fish 6,57.19604771,big,47.13314248,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 13 tank 8 fish 1,43.18676155,big,75.06357178,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 13 tank 8 fish 2,23.92399309,medium,57.49241814,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 13 tank 8 fish 4,28.30189502,medium,50,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 13 tank 8 fish 5,40.5600204,big,33.1605965,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,control,day 13 tank 8 fish 6,31.80421655,medium,50,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 1 fish 1,26.55073425,medium,34.70186473,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 1 fish 2,30.05305578,medium,28.70787775,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 1 fish 3,45.81350271,big,50,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 1 fish 4,21.29725194,medium,16.60758948,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 1 fish 5,61.57394963,big,50.91362126,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 1 fish 6,26.55073425,medium,21.2501147,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 1 fish 7,26.55073425,medium,15.22192947,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 2 fish 1,54.56930655,big,50.07217738,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 2 fish 2,32.67979694,medium,58.79166667,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 5 fish 1,63.3251104,big,32.72608153,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 5 fish 2,33.55537732,medium,51.24514649,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 5 fish 3,22.17283232,medium,42.21298269,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 5 fish 4,16.04376963,medium,77.05396175,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 5 fish 5,29.1774754,medium,62.42916663,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 6 fish 1,28.30189502,medium,48.24746331,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 6 fish 2,39.68444001,big,65.79447407,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 6 fish 3,41.43560078,big,21.7349128,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 6 fish 4,23.92399309,medium,37.3381866,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 6 fish 5,48.44024386,big,50.14387037,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2014,Humbug,CO2,day 14 tank 6 fish 6,30.05305578,medium,40.10119048,"18 min pred trials, mean of 5+6 min (240+300 start) and 13+14 min (720+780 start)"
LIRS 2016,Acantho,control,52,8,small,49.75,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,51,8,small,26.31281221,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,57,9,small,49.075783,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,56,9,small,23.24472543,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,62,8.5,small,49.54166667,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,61,8.5,small,57.25676277,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,67,9,small,40.38977146,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,66,9,small,49.70784641,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,72,13,small,50.97292724,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,71,10,small,38.86825534,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,54,16,medium,9.313540208,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,53,16,medium,49.30434783,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,59,16,medium,14.76749662,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,58,15,medium,53.35290864,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,64,14,small,47.38535132,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,63,14,small,15.59775062,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,69,13.5,small,45.54120604,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,68,16,medium,35.13378778,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,74,32,medium,50.3376053,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,73,35,medium,100,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,79,18,medium,25.19748158,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,78,20,medium,9.460141903,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,89,19,medium,34.26542718,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,88,19,medium,21.8418197,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,99,29,medium,29.16788337,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,98,30,medium,28.93823038,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,104,31,medium,33.40858417,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,103,30,medium,41.29773173,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,55,41,big,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,60,41,big,51.41093474,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,65,46,big,41.26254181,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,70,51,big,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,75,49,big,45.14237856,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,109,24,medium,9.229916271,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,108,17,medium,22.27170284,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,114,17.5,medium,24.49925027,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,113,18,medium,7.925501067,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,119,17,medium,29.03884818,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,118,16,medium,41.65035858,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,124,16,medium,26.46305365,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,123,18,medium,10.06394288,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,129,27,medium,33.75836052,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,128,25,medium,25.99788205,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,134,33,medium,71.08899945,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,CO2,133,28,medium,52.47068229,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,80,36,big,8.666522015,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,85,39,big,53.24127079,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,90,32,medium,41.44407346,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,95,51,big,23.0084928,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,100,39,big,61.11442471,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,control,105,42,big,52.10084034,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,110,43,big,47.89915966,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,115,39,big,9.592097941,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,120,41,big,28.18303281,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,125,40,big,36.60477742,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,130,44,big,35.36748875,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Humbug,CO2,135,34,medium,50.87316176,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,77,9,small,43.00778263,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,76,9,small,47.2977299,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,82,9,small,67.00345311,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,81,9,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,87,9,small,65.64408714,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,86,9,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,92,8.5,small,44.62705691,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
LIRS 2016,Acantho,control,91,8.5,small,50,80 min trials: pred cue was turned on to one channel at 40 min (2400) then switched to the other channel at 60 min (3600) for 20 min. Values here a mean of 2 sections - 2580+2640; 3780+3840
